@relation concrete
@attribute Cement real [102.0, 540.0]
@attribute BlastFurnaceSlag real [0.0, 359.4]
@attribute FlyAsh real [0.0, 200.100006]
@attribute Water real [121.8, 247.0]
@attribute Superplasticizer real [0.0, 32.200001]
@attribute CoarseAggregate real [801.0, 1145.0]
@attribute FineAggregate real [594.0, 992.6]
@attribute Age integer [1, 365]
@attribute ConcreteCompressiveStrength real [2.33, 82.6]
@inputs Cement, BlastFurnaceSlag, FlyAsh, Water, Superplasticizer, CoarseAggregate, FineAggregate, Age
@outputs ConcreteCompressiveStrength
@data
181.899994, 272.799988, 0.000000, 185.699997, 0.000000, 1012.400024, 714.299988, 7.000000, 12.370000
252.000000, 0.000000, 0.000000, 185.000000, 0.000000, 1111.000000, 784.000000, 28.000000, 19.690001
255.000000, 0.000000, 0.000000, 192.000000, 0.000000, 889.799988, 945.000000, 7.000000, 10.220000
401.799988, 94.699997, 0.000000, 147.399994, 11.400000, 946.799988, 852.099976, 91.000000, 75.500000
299.799988, 0.000000, 119.800003, 211.500000, 9.900000, 878.200012, 727.599976, 28.000000, 23.840000
289.000000, 134.000000, 0.000000, 195.000000, 6.000000, 924.000000, 760.000000, 28.000000, 46.240002
148.000000, 175.000000, 0.000000, 171.000000, 2.000000, 1000.000000, 828.000000, 28.000000, 26.920000
166.800003, 250.199997, 0.000000, 203.500000, 0.000000, 975.599976, 692.599976, 90.000000, 43.570000
252.500000, 0.000000, 0.000000, 185.699997, 0.000000, 1111.599976, 784.299988, 28.000000, 19.770000
349.000000, 0.000000, 0.000000, 192.000000, 0.000000, 1047.000000, 806.000000, 7.000000, 18.129999
213.699997, 98.099998, 24.500000, 181.699997, 6.900000, 1065.800049, 785.400024, 14.000000, 30.389999
540.000000, 0.000000, 0.000000, 162.000000, 2.500000, 1055.000000, 676.000000, 28.000000, 61.889999
166.100006, 0.000000, 163.300003, 176.500000, 4.500000, 1058.599976, 780.099976, 56.000000, 28.629999
178.000000, 129.800003, 118.599998, 179.899994, 3.600000, 1007.299988, 746.799988, 3.000000, 20.730000
210.699997, 316.100006, 0.000000, 185.699997, 0.000000, 977.000000, 689.299988, 7.000000, 21.820000
153.000000, 102.000000, 0.000000, 192.000000, 0.000000, 888.000000, 943.099976, 90.000000, 26.320000
190.300003, 0.000000, 125.199997, 161.899994, 9.900000, 1088.099976, 802.599976, 100.000000, 40.389999
277.200012, 97.800003, 24.500000, 160.699997, 11.200000, 1061.699951, 782.500000, 28.000000, 63.139999
500.000000, 0.000000, 0.000000, 200.000000, 0.000000, 1125.000000, 613.000000, 3.000000, 26.059999
307.000000, 0.000000, 0.000000, 193.000000, 0.000000, 968.000000, 812.000000, 365.000000, 36.150002
194.699997, 0.000000, 100.500000, 165.600006, 7.500000, 1006.400024, 905.900024, 14.000000, 24.990000
337.899994, 189.000000, 0.000000, 174.899994, 9.500000, 944.700012, 755.799988, 28.000000, 49.900002
230.000000, 0.000000, 118.300003, 195.500000, 4.600000, 1029.400024, 758.599976, 3.000000, 10.030000
213.699997, 0.000000, 174.699997, 154.800003, 10.200000, 1053.500000, 776.400024, 3.000000, 17.570000
480.000000, 0.000000, 0.000000, 192.000000, 0.000000, 936.200012, 712.200012, 90.000000, 54.320000
314.000000, 0.000000, 113.000000, 170.000000, 10.000000, 925.000000, 783.000000, 28.000000, 38.459999
425.000000, 106.300003, 0.000000, 153.500000, 16.500000, 852.099976, 887.099976, 7.000000, 49.200001
305.000000, 0.000000, 100.000000, 196.000000, 10.000000, 959.000000, 705.000000, 28.000000, 30.120001
362.600006, 189.000000, 0.000000, 164.899994, 11.600000, 944.700012, 755.799988, 3.000000, 35.299999
213.500000, 0.000000, 174.199997, 154.600006, 11.700000, 1052.300049, 775.500000, 100.000000, 59.299999
313.000000, 145.000000, 0.000000, 178.000000, 8.000000, 1002.000000, 689.000000, 28.000000, 41.049999
285.000000, 190.000000, 0.000000, 163.000000, 7.600000, 1031.000000, 685.000000, 28.000000, 53.580002
288.000000, 192.000000, 0.000000, 192.000000, 0.000000, 932.000000, 717.799988, 28.000000, 38.799999
230.000000, 0.000000, 118.300003, 195.500000, 4.600000, 1029.400024, 758.599976, 28.000000, 24.480000
288.000000, 192.000000, 0.000000, 192.000000, 0.000000, 932.000000, 717.799988, 7.000000, 23.520000
212.000000, 141.300003, 0.000000, 203.500000, 0.000000, 973.400024, 750.000000, 90.000000, 39.700001
190.300003, 0.000000, 125.199997, 166.600006, 9.900000, 1079.000000, 798.900024, 56.000000, 31.719999
520.000000, 0.000000, 0.000000, 175.000000, 5.200000, 870.000000, 805.000000, 28.000000, 51.020000
304.000000, 76.000000, 0.000000, 228.000000, 0.000000, 932.000000, 670.000000, 90.000000, 49.189999
309.899994, 142.800003, 111.199997, 167.800003, 22.100000, 913.900024, 651.200012, 28.000000, 38.220001
289.000000, 133.699997, 0.000000, 194.899994, 5.500000, 924.099976, 760.099976, 28.000000, 46.250000
153.600006, 144.199997, 112.300003, 220.100006, 10.100000, 923.200012, 657.900024, 28.000000, 16.500000
238.100006, 0.000000, 0.000000, 185.699997, 0.000000, 1118.800049, 789.299988, 28.000000, 17.580000
295.700012, 0.000000, 95.599998, 171.500000, 8.900000, 955.099976, 859.200012, 56.000000, 48.720001
252.000000, 97.000000, 76.000000, 194.000000, 8.000000, 835.000000, 821.000000, 28.000000, 33.400002
186.199997, 124.099998, 0.000000, 185.699997, 0.000000, 1083.400024, 764.299988, 28.000000, 17.600000
173.500000, 50.099998, 173.500000, 164.800003, 6.500000, 1006.200012, 793.500000, 14.000000, 33.009998
148.100006, 0.000000, 136.600006, 158.100006, 16.100000, 1001.799988, 830.099976, 28.000000, 17.959999
540.000000, 0.000000, 0.000000, 173.000000, 0.000000, 1125.000000, 613.000000, 3.000000, 41.639999
331.000000, 0.000000, 0.000000, 192.000000, 0.000000, 978.000000, 825.000000, 28.000000, 31.450001
213.800003, 98.099998, 24.500000, 181.699997, 6.700000, 1066.000000, 785.500000, 100.000000, 49.970001
277.000000, 0.000000, 0.000000, 191.000000, 0.000000, 968.000000, 856.000000, 180.000000, 32.330002
233.800003, 0.000000, 94.599998, 197.899994, 4.600000, 947.000000, 852.200012, 14.000000, 22.139999
203.500000, 305.299988, 0.000000, 203.500000, 0.000000, 963.400024, 630.000000, 90.000000, 51.860001
297.200012, 0.000000, 117.500000, 174.800003, 9.500000, 1022.799988, 753.500000, 100.000000, 56.740002
203.500000, 135.699997, 0.000000, 185.699997, 0.000000, 1076.199951, 759.299988, 28.000000, 22.629999
164.199997, 0.000000, 200.100006, 181.199997, 12.600000, 849.299988, 846.000000, 28.000000, 15.090000
182.000000, 45.200001, 122.000000, 170.199997, 8.200000, 1059.400024, 780.700012, 56.000000, 43.500000
222.399994, 0.000000, 96.699997, 189.300003, 4.500000, 967.099976, 870.299988, 28.000000, 24.889999
522.000000, 0.000000, 0.000000, 146.000000, 0.000000, 896.000000, 896.000000, 28.000000, 74.989998
380.000000, 0.000000, 0.000000, 228.000000, 0.000000, 932.000000, 670.000000, 90.000000, 52.910000
362.600006, 189.000000, 0.000000, 164.899994, 11.600000, 944.700012, 755.799988, 56.000000, 77.300003
194.699997, 0.000000, 100.500000, 165.600006, 7.500000, 1006.400024, 905.900024, 28.000000, 25.719999
300.000000, 0.000000, 0.000000, 184.000000, 0.000000, 1075.000000, 795.000000, 7.000000, 15.580000
277.200012, 97.800003, 24.500000, 160.699997, 11.200000, 1061.699951, 782.500000, 100.000000, 66.949997
382.000000, 0.000000, 0.000000, 186.000000, 0.000000, 1111.000000, 784.000000, 7.000000, 11.470000
322.500000, 148.600006, 0.000000, 185.800003, 8.500000, 951.000000, 709.500000, 28.000000, 52.430000
337.899994, 189.000000, 0.000000, 174.899994, 9.500000, 944.700012, 755.799988, 91.000000, 67.800003
382.000000, 0.000000, 0.000000, 185.000000, 0.000000, 1047.000000, 739.000000, 7.000000, 24.000000
233.800003, 0.000000, 94.599998, 197.899994, 4.600000, 947.000000, 852.200012, 28.000000, 22.840000
331.000000, 0.000000, 0.000000, 192.000000, 0.000000, 978.000000, 825.000000, 3.000000, 13.520000
212.500000, 0.000000, 100.400002, 159.300003, 8.700000, 1007.799988, 903.599976, 100.000000, 42.919998
146.000000, 230.000000, 0.000000, 202.000000, 3.000000, 827.000000, 872.000000, 28.000000, 33.060001
342.000000, 38.000000, 0.000000, 228.000000, 0.000000, 932.000000, 670.000000, 90.000000, 50.459999
