@relation concrete
@attribute Cement real [102.0, 540.0]
@attribute BlastFurnaceSlag real [0.0, 359.4]
@attribute FlyAsh real [0.0, 200.100006]
@attribute Water real [121.8, 247.0]
@attribute Superplasticizer real [0.0, 32.200001]
@attribute CoarseAggregate real [801.0, 1145.0]
@attribute FineAggregate real [594.0, 992.6]
@attribute Age integer [1, 365]
@attribute ConcreteCompressiveStrength real [2.33, 82.6]
@inputs Cement, BlastFurnaceSlag, FlyAsh, Water, Superplasticizer, CoarseAggregate, FineAggregate, Age
@outputs ConcreteCompressiveStrength
@data
203.500000, 305.299988, 0.000000, 203.500000, 0.000000, 963.400024, 630.000000, 3.000000, 9.560000
139.600006, 209.399994, 0.000000, 192.000000, 0.000000, 1047.000000, 806.900024, 7.000000, 14.590000
222.399994, 0.000000, 96.699997, 189.300003, 4.500000, 967.099976, 870.299988, 100.000000, 40.709999
165.000000, 0.000000, 143.600006, 163.800003, 0.000000, 1005.599976, 900.900024, 56.000000, 36.560001
284.000000, 15.000000, 141.000000, 179.000000, 5.500000, 842.000000, 801.000000, 7.000000, 24.129999
173.800003, 93.400002, 159.899994, 172.300003, 9.700000, 1007.200012, 746.599976, 14.000000, 29.549999
165.000000, 128.500000, 132.100006, 175.100006, 8.100000, 1005.799988, 746.599976, 100.000000, 55.020000
259.899994, 100.599998, 78.400002, 170.600006, 10.400000, 935.700012, 762.900024, 28.000000, 49.770000
376.000000, 0.000000, 0.000000, 214.600006, 0.000000, 1003.500000, 762.400024, 28.000000, 31.969999
381.399994, 0.000000, 0.000000, 185.699997, 0.000000, 1104.599976, 784.299988, 7.000000, 14.540000
339.200012, 0.000000, 0.000000, 185.699997, 0.000000, 1069.199951, 754.299988, 28.000000, 31.900000
425.000000, 106.300003, 0.000000, 153.500000, 16.500000, 852.099976, 887.099976, 56.000000, 64.300003
331.000000, 0.000000, 0.000000, 192.000000, 0.000000, 1025.000000, 821.000000, 3.000000, 14.310000
168.899994, 42.200001, 124.300003, 158.300003, 10.800000, 1080.800049, 796.200012, 56.000000, 39.150002
333.000000, 0.000000, 0.000000, 192.000000, 0.000000, 931.200012, 842.599976, 3.000000, 15.620000
375.000000, 0.000000, 0.000000, 186.000000, 0.000000, 1038.000000, 758.000000, 7.000000, 26.059999
250.000000, 0.000000, 0.000000, 182.000000, 0.000000, 1100.000000, 820.000000, 7.000000, 12.730000
500.000000, 0.000000, 0.000000, 200.000000, 0.000000, 1125.000000, 613.000000, 180.000000, 51.040001
525.000000, 0.000000, 0.000000, 189.000000, 0.000000, 1125.000000, 613.000000, 7.000000, 42.419998
295.000000, 0.000000, 0.000000, 185.000000, 0.000000, 1069.000000, 769.000000, 28.000000, 25.180000
255.500000, 170.300003, 0.000000, 185.699997, 0.000000, 1026.599976, 724.299988, 28.000000, 32.049999
194.699997, 0.000000, 100.500000, 170.199997, 7.500000, 998.000000, 901.799988, 3.000000, 12.180000
525.000000, 0.000000, 0.000000, 189.000000, 0.000000, 1125.000000, 613.000000, 14.000000, 48.400002
238.100006, 0.000000, 94.099998, 186.699997, 7.000000, 949.900024, 847.000000, 3.000000, 19.930000
322.000000, 149.000000, 0.000000, 186.000000, 8.000000, 951.000000, 709.000000, 28.000000, 52.419998
193.500000, 290.200012, 0.000000, 185.699997, 0.000000, 998.200012, 704.299988, 28.000000, 32.630001
287.000000, 121.000000, 94.000000, 188.000000, 9.000000, 904.000000, 696.000000, 28.000000, 41.939999
153.100006, 145.000000, 113.000000, 178.500000, 8.000000, 1001.900024, 688.700012, 28.000000, 25.559999
251.399994, 0.000000, 118.300003, 192.899994, 5.800000, 1043.599976, 754.299988, 28.000000, 33.270000
366.000000, 187.000000, 0.000000, 191.000000, 7.000000, 824.000000, 757.000000, 28.000000, 65.910004
165.000000, 0.000000, 143.600006, 163.800003, 0.000000, 1005.599976, 900.900024, 100.000000, 37.959999
266.000000, 114.000000, 0.000000, 228.000000, 0.000000, 932.000000, 670.000000, 365.000000, 52.910000
233.800003, 0.000000, 94.599998, 197.899994, 4.600000, 947.000000, 852.200012, 3.000000, 10.380000
190.300003, 0.000000, 125.199997, 166.600006, 9.900000, 1079.000000, 798.900024, 3.000000, 12.550000
254.000000, 0.000000, 0.000000, 198.000000, 0.000000, 968.000000, 863.000000, 90.000000, 26.940001
173.800003, 93.400002, 159.899994, 172.300003, 9.700000, 1007.200012, 746.599976, 56.000000, 48.990002
212.600006, 0.000000, 100.400002, 159.399994, 10.400000, 1003.799988, 903.799988, 3.000000, 13.330000
339.000000, 0.000000, 0.000000, 185.000000, 0.000000, 1069.000000, 754.000000, 28.000000, 31.840000
213.699997, 0.000000, 174.699997, 154.800003, 10.200000, 1053.500000, 776.400024, 14.000000, 33.730000
166.100006, 0.000000, 163.300003, 176.500000, 4.500000, 1058.599976, 780.099976, 14.000000, 25.480000
313.299988, 262.200012, 0.000000, 175.500000, 8.600000, 1046.900024, 611.799988, 3.000000, 28.799999
252.000000, 0.000000, 0.000000, 185.000000, 0.000000, 1111.000000, 784.000000, 28.000000, 19.690001
469.000000, 117.199997, 0.000000, 137.800003, 32.200001, 852.099976, 840.500000, 7.000000, 54.900002
194.699997, 0.000000, 100.500000, 165.600006, 7.500000, 1006.400024, 905.900024, 56.000000, 33.959999
250.199997, 166.800003, 0.000000, 203.500000, 0.000000, 977.599976, 694.099976, 90.000000, 47.709999
313.299988, 262.200012, 0.000000, 175.500000, 8.600000, 1046.900024, 611.799988, 28.000000, 59.799999
380.000000, 95.000000, 0.000000, 228.000000, 0.000000, 932.000000, 594.000000, 270.000000, 41.150002
339.200012, 0.000000, 0.000000, 185.699997, 0.000000, 1069.199951, 754.299988, 7.000000, 21.180000
446.000000, 24.000000, 79.000000, 162.000000, 11.600000, 967.000000, 712.000000, 3.000000, 23.350000
212.000000, 141.300003, 0.000000, 203.500000, 0.000000, 973.400024, 750.000000, 28.000000, 33.000000
238.100006, 0.000000, 94.099998, 186.699997, 7.000000, 949.900024, 847.000000, 100.000000, 44.299999
310.000000, 0.000000, 0.000000, 192.000000, 0.000000, 970.000000, 850.000000, 90.000000, 34.680000
237.500000, 237.500000, 0.000000, 228.000000, 0.000000, 932.000000, 594.000000, 28.000000, 30.080000
273.000000, 0.000000, 90.000000, 199.000000, 11.000000, 931.000000, 762.000000, 28.000000, 32.240002
313.299988, 145.000000, 0.000000, 178.500000, 8.000000, 867.200012, 824.000000, 28.000000, 40.930000
389.899994, 189.000000, 0.000000, 145.899994, 22.000000, 944.700012, 755.799988, 7.000000, 59.090000
379.500000, 151.199997, 0.000000, 153.899994, 15.900000, 1134.300049, 605.000000, 56.000000, 54.900002
331.000000, 0.000000, 0.000000, 192.000000, 0.000000, 978.000000, 825.000000, 7.000000, 16.260000
275.000000, 0.000000, 0.000000, 183.000000, 0.000000, 1088.000000, 808.000000, 28.000000, 24.500000
385.000000, 0.000000, 0.000000, 186.000000, 0.000000, 966.000000, 763.000000, 14.000000, 27.920000
298.200012, 0.000000, 107.000000, 209.699997, 11.100000, 879.599976, 744.200012, 28.000000, 31.879999
246.800003, 0.000000, 125.099998, 143.300003, 12.000000, 1086.800049, 800.900024, 100.000000, 66.419998
203.500000, 305.299988, 0.000000, 203.500000, 0.000000, 963.400024, 630.000000, 7.000000, 19.540001
387.000000, 20.000000, 94.000000, 157.000000, 13.900000, 938.000000, 845.000000, 28.000000, 46.680000
525.000000, 0.000000, 0.000000, 189.000000, 0.000000, 1125.000000, 613.000000, 270.000000, 67.110001
525.000000, 0.000000, 0.000000, 189.000000, 0.000000, 1125.000000, 613.000000, 90.000000, 58.779999
135.699997, 203.500000, 0.000000, 185.699997, 0.000000, 1076.199951, 759.299988, 28.000000, 18.200001
150.000000, 237.000000, 0.000000, 174.000000, 12.000000, 1069.000000, 675.000000, 28.000000, 37.430000
166.800003, 250.199997, 0.000000, 203.500000, 0.000000, 975.599976, 692.599976, 7.000000, 15.750000
475.000000, 118.800003, 0.000000, 181.100006, 8.900000, 852.099976, 781.500000, 28.000000, 68.300003
500.000000, 0.000000, 0.000000, 151.000000, 9.000000, 1033.000000, 655.000000, 28.000000, 69.839996
229.699997, 0.000000, 118.199997, 195.199997, 6.100000, 1028.099976, 757.599976, 14.000000, 22.320000
133.000000, 200.000000, 0.000000, 192.000000, 0.000000, 927.400024, 839.200012, 90.000000, 36.590000
500.000000, 0.000000, 0.000000, 200.000000, 0.000000, 1125.000000, 613.000000, 14.000000, 36.939999
102.000000, 153.000000, 0.000000, 192.000000, 0.000000, 887.000000, 942.000000, 90.000000, 25.459999
229.699997, 0.000000, 118.199997, 195.199997, 6.100000, 1028.099976, 757.599976, 100.000000, 40.860001
339.000000, 0.000000, 0.000000, 197.000000, 0.000000, 968.000000, 781.000000, 90.000000, 35.169998
331.000000, 0.000000, 0.000000, 192.000000, 0.000000, 978.000000, 825.000000, 180.000000, 39.000000
160.000000, 188.000000, 146.000000, 203.000000, 11.000000, 829.000000, 710.000000, 28.000000, 32.840000
218.199997, 54.599998, 123.800003, 140.800003, 11.900000, 1075.699951, 792.700012, 28.000000, 55.509998
165.000000, 0.000000, 150.000000, 182.000000, 12.000000, 1023.000000, 729.000000, 28.000000, 18.030001
332.500000, 142.500000, 0.000000, 228.000000, 0.000000, 932.000000, 594.000000, 28.000000, 33.020000
236.000000, 0.000000, 0.000000, 194.000000, 0.000000, 968.000000, 885.000000, 28.000000, 18.420000
379.500000, 151.199997, 0.000000, 153.899994, 15.900000, 1134.300049, 605.000000, 3.000000, 28.600000
290.200012, 193.500000, 0.000000, 185.699997, 0.000000, 998.200012, 704.299988, 28.000000, 33.040001
